il,ilce,yagis_ort,yagis_std,yagis_min,yagis_max,ndvi_ort,ndvi_peak,ndvi_std,yagis_norm,ndvi_norm,peak_norm,kuraklik_riski,tarim_skoru,il_tarim_skoru
Ankara,Yenimahalle,422.6166666666666,86.18072677035548,283.0,537.5,0.1999532196969697,0.2105875,0.00681568031447373,0.08649937341443283,0.35985964654278996,0.31513511289772794,0.9135006265855672,2.5524,3.0946192947436955
Ankara,Çamlıdere,512.8333333333334,88.46817883661149,392.4,654.2,0.40698497474747475,0.42950909090909095,0.023349719735187714,0.12786166213283612,0.6200554749386132,0.5724568225361625,0.8721383378671639,4.3827,3.0946192947436955
Ankara,Çankaya,422.6166666666666,86.18072677035548,283.0,537.5,0.22065359848484847,0.2353375,0.008983186761065519,0.08649937341443283,0.38587571449094366,0.34422640666690174,0.9135006265855672,2.7276,3.0946192947436955
Ankara,Çubuk,430.2,78.52044319793411,313.9,540.8,0.2553997474747475,0.29002727272727274,0.01974440232111521,0.08997615918329918,0.42954439236012354,0.40850908321552565,0.9100238408167008,3.0649,3.0946192947436955
Ankara,Şereflikoçhisar,383.18333333333334,65.64295595619281,303.6,471.9,0.22263472222222222,0.24502500000000002,0.017640879305895876,0.0684200874163279,0.3883655747149215,0.3556131504401895,0.9315799125836721,2.6983,3.0946192947436955
Antalya,Akseki,984.1833333333334,147.16793695186007,782.3,1217.7,0.4381718434343434,0.4614666666666667,0.019266852237378475,0.3439649112082403,0.659250878228664,0.610019942718557,0.6560350887917596,5.3905,2.822786639561973
Antalya,Aksu,1149.25,219.2926514956668,948.2,1531.0,0.36610075757575755,0.38585833333333336,0.01115996874697352,0.41964422165846493,0.5686725228271625,0.5211494685206735,0.5803557783415351,5.0701,2.822786639561973
Antalya,Alanya,1047.0666666666666,162.92422369514813,915.1,1361.8,0.115475,0.15673333333333334,0.024435929830204265,0.37279548858391653,0.2536881060943443,0.2518346125666553,0.6272045114160835,2.95,2.822786639561973
Antalya,Demre,721.0666666666666,150.1142320590112,570.8,1007.8,0.24697285353535356,0.2525454545454546,0.005942274491195391,0.2233319069596845,0.41895354049380257,0.36445273639815057,0.7766680930403155,3.3959,2.822786639561973
Antalya,Döşemealtı,979.2666666666668,405.97775636931954,606.9,1745.2,0.37653472222222223,0.394625,0.01605377198378647,0.3417107314240303,0.5817858448582554,0.5314538594449734,0.6582892685759697,4.8769,2.822786639561973
Antalya,Elmalı,440.0333333333333,87.1789577057828,326.9,574.5,0.24024848484848485,0.25185833333333335,0.010818531199264445,0.09448451875171926,0.4105024085382632,0.36364509013403545,0.9055154812482807,2.9052,2.822786639561973
Antalya,Finike,860.35,211.73941295847595,682.6,1256.7,0.2877527777777778,0.30594166666666667,0.010181743829394215,0.28719014579576363,0.47020541809870436,0.42721495429630413,0.7128098542042364,3.9755,2.822786639561973
Antalya,Gazipaşa,780.0666666666666,66.53058444555154,696.5,868.0,0.28825,0.297475,0.008169096577277626,0.250382064370205,0.47083032294953925,0.4172631851146608,0.749617935629795,3.8296,2.822786639561973
Antalya,Gündoğmuş,1218.6333333333334,168.20233846967366,1089.8,1546.9,0.4752902777777777,0.533975,0.04522254367036998,0.45145490112174097,0.7059010250643019,0.6952466589089883,0.548545098878259,6.1471,2.822786639561973
Antalya,Kaş,739.8833333333333,144.84647619692603,627.3,1023.4,0.3735877525252525,0.3931181818181818,0.013234037402222426,0.2319589204389155,0.5780821172761105,0.5296827366011752,0.7680410795610845,4.4726,2.822786639561973
Antalya,Kemer,840.9666666666667,261.2670715315396,585.2,1308.3999999999999,0.3101409090909091,0.3389333333333333,0.020741313038832417,0.27830332854479317,0.49834263971397585,0.46599355094012873,0.7216966714552069,4.1486,2.822786639561973
Antalya,Kepez,949.7333333333332,320.4879446510689,732.5,1584.3999999999999,0.2189693181818182,0.2233166666666667,0.004042380506952992,0.3281703701439617,0.383758924684516,0.33009704933961787,0.6718296298560382,3.5357,2.822786639561973
Antalya,Konyaaltı,949.7333333333332,320.4879446510689,732.5,1584.3999999999999,0.14866704545454545,0.17512499999999998,0.019898867496130485,0.3281703701439617,0.29540359926151777,0.27345228440118946,0.6718296298560382,3.0248,2.822786639561973
Antalya,Korkuteli,525.6333333333333,116.46899444344264,371.7,656.6,0.2826888888888889,0.30448333333333333,0.013581723490152612,0.13373017085918631,0.4638411636681344,0.4255008208250565,0.8662698291408137,3.4063,2.822786639561973
Antalya,Kumluca,774.4666666666667,171.00651059730643,654.1,1116.5,0.43630959595959595,0.4550666666666667,0.01296577661001084,0.24781459180242682,0.6569104207261338,0.6024973455418816,0.7521854081975732,5.0284,2.822786639561973
Antalya,Manavgat,1095.8333333333333,225.0510045893301,813.6,1396.2,0.32047739898989897,0.3304833333333333,0.011348947642146182,0.3951538955283185,0.5113334562740569,0.45606137185529966,0.6048461044716815,4.5962,2.822786639561973
Antalya,Muratpaşa,972.6666666666666,234.12596324770718,810.8,1436.4,0.07933686868686868,0.10125454545454544,0.015330593192000443,0.3386847816120059,0.2082699961459289,0.1866245230256655,0.6613152183879941,2.4959,2.822786639561973
Antalya,Serik,1216.2166666666667,231.19952782535415,1041.0,1645.9,0.3718489898989899,0.388225,0.011084589860903764,0.4503469144481462,0.5758968545283077,0.5239312622682981,0.5496530855518538,5.2156,2.822786639561973
Antalya,İbradı,1386.45,213.088852359761,1154.4,1759.0,0.4400046717171717,0.46768181818181814,0.019994952849248685,0.5283950239936424,0.6615543619297101,0.617325267912383,0.47160497600635765,6.061,2.822786639561973
Ardahan,Damal,623.8000000000001,113.99154354600171,478.2,806.9,0.3191319444444444,0.3664727272727273,0.03589516238120356,0.1787373536693462,0.5096424999280699,0.4983635145488525,0.8212626463306538,3.9157,3.752854603968232
Ardahan,Göle,682.9166666666666,144.0864104163424,542.2,914.3,0.3233421717171717,0.3701636363636363,0.03552749886416591,0.20584100009169537,0.5149338793722268,0.5027018305342646,0.7941589999083046,4.043,3.752854603968232
Ardahan,Hanak,620.3333333333334,130.25488346571376,460.2,817.4,0.3465181397306398,0.38957777777777775,0.03920551590282716,0.177147965889293,0.5440612477542818,0.5255213251263887,0.8228520341107071,4.1193,3.752854603968232
Ardahan,Merkez,646.5833333333334,147.39771255574712,475.1,878.4,0.2989578282828283,0.3346272727272727,0.02668041461499726,0.1891829935507534,0.4842878345747055,0.4609321822904812,0.8108170064492466,3.7633,3.752854603968232
Ardahan,Posof,1040.3333333333333,220.43367861256286,803.0,1313.3,0.43278005050505053,0.4560272727272727,0.02744314271560326,0.36970840847265934,0.6524745166630971,0.6036264474855398,0.6302915915273406,5.4374,3.752854603968232
Ardahan,Çıldır,726.35,103.76490254416476,593.3,875.4,0.3111142255892256,0.34317272727272724,0.028184859866567696,0.22575419506678482,0.4995658959845369,0.4709765592025192,0.7742458049332152,3.9801,3.752854603968232
Artvin,Ardanuç,684.2666666666668,154.90891086915133,499.9,896.8,0.4518233333333333,0.47196363636363636,0.02170096221942363,0.2064599443714277,0.6764079598668812,0.6223581418757553,0.7935400556285723,5.0112,5.037363079711554
Artvin,Arhavi,2023.6000000000001,130.4409751573486,1895.6,2258.0,0.27870806397306397,0.30667777777777777,0.018184981329833646,0.8205138001650517,0.45883809524310404,0.42808018357226724,0.1794861998349483,5.7927,5.037363079711554
Artvin,Borçka,1838.0,172.84760918219268,1650.0,2114.0,0.6165588383838384,0.64275,0.028628692152913412,0.7354204236329736,0.8834462047601056,0.8231014257672462,0.26457957636702645,8.1957,5.037363079711554
Artvin,Hopa,2023.6000000000001,130.4409751573486,1895.6,2258.0,0.2931665404040404,0.3344545454545455,0.024497499865017196,0.8205138001650517,0.4770093910010019,0.4607291576507699,0.1794861998349483,5.9398,5.037363079711554
Artvin,Kemalpaşa,2163.633333333333,160.2504373368967,1962.2,2371.0,0.2967811868686869,0.31961666666666666,0.020560165480734704,0.8847158969343153,0.48155224932240914,0.4432886287324032,0.1152841030656847,6.1501,5.037363079711554
Artvin,Merkez,804.2833333333333,162.82699305295375,627.0,1021.0,0.559012904040404,0.59581,0.02723370985278029,0.261484854968365,0.8111229418208098,0.7679278770995686,0.738515145031635,6.1011,5.037363079711554
Artvin,Murgul,1979.0666666666666,165.09829395444004,1787.8,2253.8,0.5820270202020202,0.6383545454545454,0.053746645203923776,0.8000962802212915,0.8400468961098928,0.8179349829619584,0.19990371977870847,8.2164,5.037363079711554
Artvin,Yusufeli,716.3000000000001,196.76776158710555,521.5,983.1,0.23651767676767677,0.25734166666666664,0.022301371725151453,0.22114649876211143,0.4058135592410388,0.37009023198592644,0.7788535012378885,3.3404,5.037363079711554
Artvin,Şavşat,965.1,185.22970604090474,782.0,1246.6,0.5485070382395382,0.6037,0.0341657343970388,0.3352156371305437,0.797919255002791,0.7772018289314386,0.6647843628694563,6.3183,5.037363079711554
Aydın,Bozdağan,610.3333333333334,143.36279387158532,522.9,900.1,0.5426319444444444,0.5571666666666667,0.010958048052898394,0.17256319344683188,0.7905354848340811,0.722506278626029,0.8274368065531681,5.6064,5.752782839193295
Aydın,Buharkent,485.06666666666666,105.5173666590797,376.1,675.3,0.43637967171717174,0.4454833333333333,0.009789722213786744,0.11513127731760245,0.656998491369154,0.5912330398736829,0.8848687226823976,4.5419,5.752782839193295
Aydın,Didim,753.0500000000001,162.31822756548317,609.9,1052.1,0.18901540404040404,0.21424166666666666,0.015228450562517763,0.23799553748815597,0.34611308865409,0.3194302416242541,0.7620044625118441,3.0294,5.752782839193295
Aydın,Efeler,680.9333333333333,143.283685975294,471.2,843.3,0.4759847222222222,0.4915,0.01176173930905094,0.20493168689060726,0.7067737972023395,0.6453212971778506,0.7950683131093927,5.1884,5.752782839193295
Aydın,Germencik,660.0833333333334,103.86907945421807,543.1,820.5,0.43137916666666665,0.44288333333333335,0.007179546082061511,0.19537243634807588,0.6507138972319103,0.5881769847706587,0.8046275636519241,4.7884,5.752782839193295
Aydın,Karacasu,556.6333333333333,122.60307772102082,430.59999999999997,790.1,0.5072055555555556,0.5352333333333333,0.016901281721943627,0.14794296543081573,0.7460118869842326,0.6967257112184648,0.8520570345691842,5.2683,5.752782839193295
Aydın,Karpuzlu,629.9666666666667,124.32468245150145,488.3,797.8000000000001,0.5047875000000001,0.5236999999999999,0.00981520327236157,0.18156463000886386,0.7429728943995859,0.6831693642229979,0.8184353699911362,5.3452,5.752782839193295
Aydın,Koçarlı,621.6999999999999,81.88584737303509,506.8,762.9,0.48918055555555556,0.5104583333333333,0.012778839569410857,0.1777745514564293,0.7233582133693294,0.6676050323040696,0.8222254485435707,5.2125,5.752782839193295
